2	0
3	0
4	10000
5	0
6	0
7	10000
8	20000
9	20000
10	30000
11	30000
12	50000
13	60000
14	80000
15	100000
16	120000
17	140000
18	160000
19	200000
20	220000
21	270000
22	300000
23	340000
24	390000
25	440000
26	490000
27	550000
28	620000
29	690000
30	750000
31	850000
32	910000
33	1000000
34	1110000
35	1190000
36	1310000
37	1420000
38	1540000
39	1670000
40	1810000
41	1950000
42	2090000
43	2240000
44	2430000
45	2580000
46	2770000
47	2970000
48	3150000
49	3340000
50	3580000
51	3760000
52	4020000
53	4260000
54	4490000
55	4760000
56	5020000
57	5270000
58	5600000
59	5890000
60	6220000
61	6550000
62	7370000
63	7160000
64	7490000
65	7840000
66	8220000
67	8600000
68	9030000
69	9360000
70	9850000
71	10200000
72	10710000
73	11120000
74	11710000
75	12680000
76	12610000
77	13150000
78	13710000
79	14220000
80	14730000
81	15300000
82	15880000
83	17120000
84	17090000
85	17750000
86	18380000
87	19000000
88	19670000
89	20470000
90	21050000
91	21720000
92	22480000
93	23240000
94	24050000
95	25680000
96	25540000
97	26440000
98	27080000
99	28110000
