1	250000
2	400000
3	540000
4	670000
5	820000
6	960000
7	1080000
8	1230000
9	1380000
10	1510000
11	1660000
12	1810000
13	1930000
14	2130000
15	2360000
16	3020000
17	2490000
18	2630000
19	2830000
20	2920000
21	3040000
22	3200000
23	3320000
24	4350000
25	3840000
26	3740000
27	3900000
28	4020000
29	4160000
30	4340000
31	4440000
32	4650000
33	4710000
34	4890000
35	5020000
36	5120000
37	5280000
38	5480000
39	5530000
40	5710000
41	5840000
42	6040000
43	6800000
44	6260000
45	6390000
46	6540000
47	6670000
48	6830000
49	6960000
50	7100000
51	7240000
52	7430000
53	7530000
54	7660000
55	7770000
56	7940000
57	8080000
58	8240000
59	9150000
60	8540000
61	8600000
62	8770000
63	8920000
64	9060000
65	9190000
66	9350000
67	9430000
68	9610000
69	10790000
70	9880000
71	10010000
72	10830000
73	10320000
74	10380000
75	10600000
76	10660000
77	10890000
78	11070000
79	11150000
80	11300000
81	11430000
82	11610000
83	12390000
84	11840000
85	11980000
86	12160000
87	12290000
88	12460000
89	12540000
90	12690000
91	13050000
92	14140000
93	13650000
94	13270000
95	13370000
96	13540000
97	13670000
98	13790000
99	13990000
