5   1.0
6   1.0
7   1.0
8   0.766055045872
9   0.668539325843
10   0.618534482759
11   0.667170953101
12   0.526582278481
13   0.73670212766
14   0.992220650636
15   0.833333333333
16   0.696473102957
17   0.813362782993
18   0.731124161074
5   1.0
6   1.0
7   0.441558441558
8   0.178343949045
9   0.558912386707
10   0.373692077728
11   0.58038147139
12   0.704785077048
13   0.454444444444
14   0.496782932611
15   0.51526183142
16   0.708374710361
17   0.598646879092
18   0.781226533166
19   0.57066537154
