5   1.0
6   0.997732426304
7   0.854788069074
8   0.754222972973
9   0.893233082707
10   0.790672052883
11   1.0
12   0.793373293373
13   0.82560019903
14   0.692913385827
15   0.826343500363
16   0.842652271995
17   0.932110091743
18   0.861240744198
19   0.838447809315
5   0.801714898178
6   0.670924117205
7   0.626334519573
8   0.921605226318
9   0.847522990211
10   0.634081902246
11   0.690595518868
12   0.913900623617
13   0.812938624474
14   0.880105135463
15   0.916510976179
16   0.84562908784
17   0.86397137746
18   0.811976736755
19   0.781954887218
