5   1.0
6   1.0
7   0.854788069074
8   1.0
9   0.893233082707
10   1.0
11   1.0
12   0.952618952419
13   0.82560019903
14   0.80981595092
15   0.826343500363
16   1.0
17   0.932110091743
18   0.948403453474
19   0.927048188936
5   0.801714898178
6   0.670924117205
7   0.626334519573
8   0.921605226318
9   0.905833861763
10   0.634081902246
11   0.979510767301
12   0.937861271676
13   0.947078935633
14   0.953246468849
15   0.916510976179
16   0.968427835052
17   0.948990018077
18   0.963448851141
19   1.0
