5   1.0
6   1.0
7   1.0
8   1.0
9   1.0
10   0.999532394761
11   1.0
12   0.995692721953
13   0.982536474527
14   0.98608734476
15   0.977757028456
16   0.993128046371
17   0.964424682901
18   0.985200221183
19   0.972110376834
20   0.974472795537
21   0.979412354544
22   0.978233273669
23   0.970540419801
24   0.975361843083
25   0.991613787662
26   0.975571451101
27   0.975310946444
28   0.977526956609
29   0.977598124251
30   0.961415915674
31   0.983876655323
32   0.970884748745
33   0.966659241333
34   0.968251586423
35   0.983406394172
36   0.973649813718
37   0.963018057233
38   0.974098915321
39   0.98493986895
40   0.969718700529
41   0.985714751978
42   0.964921265862
43   0.98581665353
44   0.964364729966
45   0.978425418147
46   0.9725172095
47   0.971289386005
48   0.982524609285
49   0.969428942609
50   0.976672222386
51   0.980923835888
52   0.982236472911
53   0.979807909747
54   0.980277835538
55   0.975780367615
56   0.978877392495
57   0.97249689695
58   0.97636418165
59   0.986057445873
60   0.985969284496
61   0.984301277439
62   0.991677693479
63   0.976911057847
64   0.981162073917
65   0.989915890249
66   0.979241299553
67   0.979922881611
68   0.991301929592
69   0.976048097692
70   0.974158491175
71   0.966693689844
72   0.980774716791
73   0.984981618728
74   0.981297561178
75   0.986746385365
76   0.977597711079
77   0.987233294633
78   0.975019408934
79   0.986869252622
80   0.984453139078
81   0.981524705143
82   0.97698148511
83   0.982454811139
84   0.988937505584
85   0.986019805506
86   0.979269275176
87   0.987042895589
88   0.990698666614
