23578969	1540000
25701294	1540000
1319964	1540000
71390758	1530000
72210054	1540000
53690898	1530000
78566823	1530000
45477139	1530000
38122502	1540000
47735623	1530000
17540593	1540000
36411458	1540000
60608285	1540000
8587442	1550000
24086635	1550000
72327905	1540000
84717065	1540000
35026089	1540000
33424304	1550000
29111079	1530000
9185526	1540000
76207398	1550000
65793057	1530000
37303062	1530000
64283020	1540000
1261340	1540000
59910349	1530000
49202584	1580000
33381535	1520000
273264	1520000
20439649	1520000
51305907	1510000
17495883	1520000
65308921	1520000
47056240	1510000
57409776	1520000
1937449	1500000
16090629	1510000
58357107	1520000
79209606	1520000
65732545	1510000
48613220	1500000
6843134	1520000
7082279	1510000
46989299	1520000
30392286	1520000
43740647	1520000
14799322	1530000
35631338	1520000
3586655	1520000
74454976	1520000
14946745	1530000
65818806	1530000
69452022	1530000
14169913	1520000
78848662	1510000
85610475	1530000
12515509	1520000
6654549	1530000
24434975	1520000
73884477	1530000
89469903	1510000
36186009	1520000
30083525	1510000
59982298	1510000
18911838	1500000
25612864	1510000
72035733	1520000
12669543	1520000
51051789	1520000
21757667	1510000
72319746	1520000
38127207	1510000
54805248	1510000
28708329	1510000
62324083	1520000
72106144	1510000
89307311	1510000
48107072	1520000
5697621	1530000
75211144	1510000
70162151	1510000
61605252	1520000
86970564	1510000
65499749	1510000
46864838	1510000
40708440	1510000
13361261	1520000
89260479	1510000
58962810	1530000
76298121	1510000
4528586	1520000
39085082	1510000
20204513	1510000
61797571	1510000
39067191	1510000
70277381	1520000
3591948	1520000
38776550	1510000
34861501	1510000
37294766	1510000
61528985	1510000
68374268	1510000
50370618	1510000
41777960	1510000
66884057	1500000
12599379	1510000
33146750	1520000
78728200	1500000
77379175	1510000
46931938	1520000
45153050	1520000
74428598	1500000
7975354	1520000
50201570	1530000
9894356	1520000
24909876	1520000
68319529	1520000
45954802	1510000
34876768	1510000
5065386	1510000
45381582	1500000
56024838	1500000
45428657	1520000
38926132	1510000
26277414	1520000
72664962	1520000
80039702	1520000
78284740	1520000
77894072	1520000
22451931	1520000
40905782	1510000
14413108	1500000
52668458	1510000
48910709	1510000
81452302	1520000
15873546	1520000
45769178	1520000
13215768	1510000
56968722	1520000
16708360	1520000
63877983	1520000
42585216	1520000
39574255	1520000
70000967	1520000
67106451	1520000
32218196	1540000
29767053	1520000
2101302	1510000
89067144	1510000
