89789692	1540000
21495134	370000
75074005	1280000
99828615	1740000
96954636	1660000
12256689	210000
13140941	230000
69629681	1180000
48692757	830000
58640523	1000000
74926682	1280000
191809	10000
88150263	1500000
34324995	590000
81883270	1400000
76423473	1350000
41509309	710000
19832476	340000
75862914	1290000
30123155	520000
82234992	1410000
55791049	950000
88908147	1530000
74552680	1270000
87720536	1500000
48154693	820000
38048752	650000
55898535	950000
16982447	290000
95409536	1640000
55546714	950000
1713644	30000
4136896	70000
26450359	450000
21287118	370000
95862037	1640000
43374055	740000
82738916	1410000
41519839	710000
88192177	1510000
87721132	1500000
19353858	330000
95569875	1630000
59018675	1000000
63709099	1090000
26352357	460000
74140590	1270000
67824076	1170000
96132382	1650000
66771525	1140000
17533867	300000
34857606	600000
96453050	1660000
88532623	1500000
83643751	1420000
7005516	120000
76308217	1300000
53577437	920000
40680647	700000
66396968	1140000
27320292	470000
77446444	1340000
98627146	1690000
29152889	490000
83752450	1420000
73384893	1250000
89650826	1530000
22711016	390000
63449783	1080000
48134134	820000
72353826	1240000
97999077	1670000
86844068	1470000
78792393	1340000
20213651	350000
9062871	160000
8597344	150000
82430061	1430000
47603512	820000
96525296	1640000
13962598	240000
5154476	80000
18898341	320000
99194885	1690000
20683728	350000
30960284	530000
83615874	1420000
28160842	480000
92070633	1560000
58174082	990000
38691692	660000
53160002	900000
92018528	1570000
57313122	970000
68359632	1160000
46913223	800000
69745404	1190000
85901857	1480000
67528058	1160000
49954905	930000
98150202	1670000
57536113	980000
19527330	340000
22771905	390000
98557465	1690000
14554030	250000
38892908	680000
87297891	1500000
22513251	390000
26040217	440000
90574680	1540000
35547390	610000
8800636	160000
44521913	760000
27446255	470000
22140283	370000
7480708	120000
27680788	470000
94394025	1600000
3431103	60000
21941901	370000
8916836	150000
66623981	1140000
92995570	1590000
84579817	1460000
10070308	170000
76293780	1310000
55868661	950000
85211621	1460000
45658908	770000
42871619	740000
1485342	30000
31771307	540000
93662154	1610000
8368295	140000
66809266	1140000
24041046	410000
67922994	1170000
26183617	440000
73967888	1260000
61781637	1040000
31864654	540000
55954708	950000
77027069	1310000
97778528	1660000
36201584	620000
98083032	1670000
9564716	170000
41703940	700000
34010148	580000
