33333913	560000
49130684	830000
62801911	1060000
71088459	1220000
44233740	760000
89708383	1520000
59756463	1010000
35065165	590000
28450054	480000
41376052	700000
53844048	910000
29742523	510000
66658751	1130000
23679701	400000
75318298	1270000
33924824	580000
63535137	1080000
30085523	510000
27735456	470000
87063685	1480000
37519250	640000
64740193	1090000
78279120	1340000
1866756	30000
1295448	30000
48260781	820000
14790762	240000
69966100	1170000
4084521	70000
49076758	820000
75943680	1280000
1198834	20000
82868029	1400000
19155531	320000
19832173	330000
58030030	980000
44952498	760000
15995893	270000
36889250	620000
68228937	1140000
61537011	1040000
218824	10000
65692346	1110000
82020684	1380000
15787544	270000
45219119	770000
74419011	1270000
75410197	1270000
43101548	730000
20330637	350000
88368542	1490000
10787393	190000
21741242	370000
64394215	1090000
51688424	870000
42629696	720000
71705786	1210000
62627395	1060000
32290708	550000
54340126	920000
50144839	850000
41120067	690000
32557031	550000
30763138	520000
78699838	1330000
84874218	1460000
78508857	1330000
35936038	620000
11824768	200000
7330009	120000
65903007	1120000
87253782	1480000
32756729	550000
9536100	170000
948575	10000
36948588	630000
97248083	1660000
85934755	1450000
70415631	1190000
88537413	1500000
64113974	1090000
3924820	70000
91350422	1560000
60302360	1030000
34171791	580000
25704150	430000
28887373	490000
4299838	70000
50039320	840000
91984840	1550000
13165109	240000
17775489	310000
92685016	1570000
12101613	210000
14251232	250000
57547877	980000
93828701	1600000
72603327	1240000
14494947	250000
47105158	810000
30222079	510000
53823899	920000
23804647	400000
72066878	1210000
66764983	1170000
62643682	1060000
26839640	450000
49876255	840000
57149483	960000
68983204	1170000
69269251	1180000
19663893	350000
30713482	530000
82018746	1400000
61019084	1040000
19189619	320000
45618963	770000
21184792	360000
46928497	800000
92816948	1570000
38933163	670000
47607871	820000
21349870	370000
60646516	1020000
51994490	870000
67348494	1130000
60180306	1010000
7706856	130000
67544032	1140000
30004953	510000
25669045	430000
21679527	370000
11211234	190000
71971195	1220000
43217916	730000
76073333	1280000
11326566	200000
4826178	80000
50010131	840000
19783293	340000
96064729	1610000
46948566	790000
64629854	1100000
11428632	200000
87790815	1470000
58292838	980000
97416402	1630000
68839380	1160000
53339080	900000
48249926	810000
