1   1.23843515625e-05
2   1.4490953125e-05
3   1.3825359375e-05
4   1.43641796875e-05
5   1.5347578125e-05
6   1.6014e-05
7   1.71091640625e-05
8   1.88178125e-05
9   2.10665234375e-05
10   2.32245078125e-05
11   3.730803125e-05
12   5.2348953125e-05
13   0.000116931945313
14   0.000229538796875
15   0.000426156679687
16   0.00113353416406
17   0.00275239095312
18   0.00811833128125
19   0.0185875742734
20   0.0414603197031
21   0.176683844773
22   0.804432783
23   1.9377268625
24   4.1822025625
